user,uid,path,trustee,appliesto
.CN=Rodrigues_de_AlmeidaD.OU=HDV.O=ANNECY.T=MRY.,Rodrigues_de_AlmeidaD,\etacivil\Commun\Secrétariat\Agents\Sylvie,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Rodrigues_de_AlmeidaD.OU=HDV.O=ANNECY.T=MRY.,Rodrigues_de_AlmeidaD,\etacivil\Commun\Secrétariat\Agents,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Rodrigues_de_AlmeidaD.OU=HDV.O=ANNECY.T=MRY.,Rodrigues_de_AlmeidaD,\etacivil\Commun\Secrétariat,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Rodrigues_de_AlmeidaD.OU=HDV.O=ANNECY.T=MRY.,Rodrigues_de_AlmeidaD,\etacivil\Commun,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Rodrigues_de_AlmeidaD.OU=HDV.O=ANNECY.T=MRY.,Rodrigues_de_AlmeidaD,\etacivil,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\drh\Etienne\Perso,,ThisFolderSubFoldersAndFiles
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\drh\Etienne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Etacivil.OU=HDV.O=ANNECY.T=MRY.,GG_Etacivil,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\drh\Etienne\Perso,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\drh\Etienne,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=EtienneA.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,EtienneA,\drh,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Finances.OU=HDV.O=ANNECY.T=MRY.,GG_Finances,\finances\Z COMMUN ANCIENNE ARBORESCENCE,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Finances.OU=HDV.O=ANNECY.T=MRY.,GG_Finances,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Finances.OU=HDV.O=ANNECY.T=MRY.,GG_1-Finances,\finances\Z COMMUN ANCIENNE ARBORESCENCE,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Finances.OU=HDV.O=ANNECY.T=MRY.,GG_1-Finances,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=GoddetL.OU=HDV.O=ANNECY.T=MRY.,GoddetL,\finances\Anciens collaborateurs\BEL G,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=GoddetL.OU=HDV.O=ANNECY.T=MRY.,GoddetL,\finances\Anciens collaborateurs,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=GoddetL.OU=HDV.O=ANNECY.T=MRY.,GoddetL,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BenmbarekC.OU=HDV.O=ANNECY.T=MRY.,BenmbarekC,\finances\Benmbarek,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BenmbarekC.OU=HDV.O=ANNECY.T=MRY.,BenmbarekC,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DucheneC.OU=HDV.O=ANNECY.T=MRY.,DucheneC,\finances\Duchene,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DucheneC.OU=HDV.O=ANNECY.T=MRY.,DucheneC,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Hamdi_CherifS.OU=HDV.O=ANNECY.T=MRY.,Hamdi_CherifS,\finances\Gonthier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Hamdi_CherifS.OU=HDV.O=ANNECY.T=MRY.,Hamdi_CherifS,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\finances\Maitrias DSF,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ChaoudourL.OU=HDV.O=ANNECY.T=MRY.,ChaoudourL,\finances\Maitrias DSF,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ChaoudourL.OU=HDV.O=ANNECY.T=MRY.,ChaoudourL,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\finances\Anciens collaborateurs,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=YvraitC.OU=HDV.O=ANNECY.T=MRY.,YvraitC,\finances\Anciens collaborateurs,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=YvraitC.OU=HDV.O=ANNECY.T=MRY.,YvraitC,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BaratS.OU=HDV.O=ANNECY.T=MRY.,BaratS,\finances\Barat,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BaratS.OU=HDV.O=ANNECY.T=MRY.,BaratS,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\finances\Fluor,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Finances.OU=HDV.O=ANNECY.T=MRY.,GG_Finances,\finances\Fluor,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Finances.OU=HDV.O=ANNECY.T=MRY.,GG_Finances,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Fluor.OU=HDV.O=ANNECY.T=MRY.,GG_1-Fluor,\finances\Fluor,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Fluor.OU=HDV.O=ANNECY.T=MRY.,GG_1-Fluor,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Finances.OU=HDV.O=ANNECY.T=MRY.,GG_Finances,\finances\01_COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Finances.OU=HDV.O=ANNECY.T=MRY.,GG_Finances,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CohardS.OU=HDV.O=ANNECY.T=MRY.,CohardS,\finances\Cohard,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CohardS.OU=HDV.O=ANNECY.T=MRY.,CohardS,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SanchezL.OU=HDV.O=ANNECY.T=MRY.,SanchezL,\finances\Sanchez,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SanchezL.OU=HDV.O=ANNECY.T=MRY.,SanchezL,\finances,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CoelhoA.OU=HDV.O=ANNECY.T=MRY.,CoelhoA,\juridic\COELHO,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CoelhoA.OU=HDV.O=ANNECY.T=MRY.,CoelhoA,\juridic,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=NiveleauA.OU=HDV.O=ANNECY.T=MRY.,NiveleauA,\juridic\Ponza,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=NiveleauA.OU=HDV.O=ANNECY.T=MRY.,NiveleauA,\juridic,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-ArchivesDir.OU=HDV.O=ANNECY.T=MRY.,GG_1-ArchivesDir,\Archives\RAYSSAC,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-ArchivesDir.OU=HDV.O=ANNECY.T=MRY.,GG_1-ArchivesDir,\Archives,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Archives.OU=HDV.O=ANNECY.T=MRY.,GG_1-Archives,\Archives\VEYRAT,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Archives.OU=HDV.O=ANNECY.T=MRY.,GG_1-Archives,\Archives,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=NyaultN.OU=HDV.O=ANNECY.T=MRY.,NyaultN,\juridic\Nyault,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=NyaultN.OU=HDV.O=ANNECY.T=MRY.,NyaultN,\juridic,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Veyrat_de_lachenalC.OU=HDV.O=ANNECY.T=MRY.,Veyrat_de_lachenalC,\juridic\VEYRAT,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Veyrat_de_lachenalC.OU=HDV.O=ANNECY.T=MRY.,Veyrat_de_lachenalC,\juridic,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=TelboisM.OU=HDV.O=ANNECY.T=MRY.,TelboisM,\juridic\Telbois,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=TelboisM.OU=HDV.O=ANNECY.T=MRY.,TelboisM,\juridic,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Juridic.OU=HDV.O=ANNECY.T=MRY.,GG_Juridic,\juridic\COMMUN\TELETRANSMISSION Accusés Réception,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Juridic.OU=HDV.O=ANNECY.T=MRY.,GG_Juridic,\juridic\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Juridic.OU=HDV.O=ANNECY.T=MRY.,GG_Juridic,\juridic,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DumonteilM.OU=HDV.O=ANNECY.T=MRY.,DumonteilM,\marches\Dumonteil,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DumonteilM.OU=HDV.O=ANNECY.T=MRY.,DumonteilM,\marches,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=GazonM.OU=HDV.O=ANNECY.T=MRY.,GazonM,\marches\Gazon,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=GazonM.OU=HDV.O=ANNECY.T=MRY.,GazonM,\marches,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FatmiT.OU=PST.O=ANNECY.T=MRY.,FatmiT,\parcst\ATELIERS BATIMENTS,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FatmiT.OU=PST.O=ANNECY.T=MRY.,FatmiT,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BenitoJ.OU=PST.O=ANNECY.T=MRY.,BenitoJ,\parcst\Benito,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BenitoJ.OU=PST.O=ANNECY.T=MRY.,BenitoJ,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PerrinT.OU=PST.O=ANNECY.T=MRY.,PerrinT,\parcst\Perrin,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PerrinT.OU=PST.O=ANNECY.T=MRY.,PerrinT,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Mulatier-GachetN.OU=PST.O=ANNECY.T=MRY.,Mulatier-GachetN,\parcst\Mulatier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Mulatier-GachetN.OU=PST.O=ANNECY.T=MRY.,Mulatier-GachetN,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DirectionFetes.OU=PST.O=ANNECY.T=MRY.,GG_DirectionFetes,\parcst\Mulatier,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DirectionFetes.OU=PST.O=ANNECY.T=MRY.,GG_DirectionFetes,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SwistE.OU=PST.O=ANNECY.T=MRY.,SwistE,\parcst\Swist,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SwistE.OU=PST.O=ANNECY.T=MRY.,SwistE,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BournelS.OU=PST.O=ANNECY.T=MRY.,BournelS,\parcst\Bournel,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BournelS.OU=PST.O=ANNECY.T=MRY.,BournelS,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Parcst.OU=HDV.O=ANNECY.T=MRY.,GG_1-Parcst,\parcst\Commun,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Parcst.OU=HDV.O=ANNECY.T=MRY.,GG_1-Parcst,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DucampH.OU=PST.O=ANNECY.T=MRY.,DucampH,\parcst\Ducamp,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DucampH.OU=PST.O=ANNECY.T=MRY.,DucampH,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=JehanH.OU=PST.O=ANNECY.T=MRY.,JehanH,\parcst\Jehan,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=JehanH.OU=PST.O=ANNECY.T=MRY.,JehanH,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PerrillatG.OU=HDV.O=ANNECY.T=MRY.,PerrillatG,\parcst\ATELIERS BATIMENTS\CONGES,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PerrillatG.OU=HDV.O=ANNECY.T=MRY.,PerrillatG,\parcst\ATELIERS BATIMENTS,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PerrillatG.OU=HDV.O=ANNECY.T=MRY.,PerrillatG,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ClavelL.OU=PST.O=ANNECY.T=MRY.,ClavelL,\parcst\ATELIERS BATIMENTS\CONGES,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ClavelL.OU=PST.O=ANNECY.T=MRY.,ClavelL,\parcst\ATELIERS BATIMENTS,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ClavelL.OU=PST.O=ANNECY.T=MRY.,ClavelL,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FatmiT.OU=PST.O=ANNECY.T=MRY.,FatmiT,\parcst\ATELIERS BATIMENTS\CONGES,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FatmiT.OU=PST.O=ANNECY.T=MRY.,FatmiT,\parcst\ATELIERS BATIMENTS,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FatmiT.OU=PST.O=ANNECY.T=MRY.,FatmiT,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SadaouiJ.OU=PST.O=ANNECY.T=MRY.,SadaouiJ,\parcst\ATELIERS BATIMENTS\CONGES,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=SadaouiJ.OU=PST.O=ANNECY.T=MRY.,SadaouiJ,\parcst\ATELIERS BATIMENTS,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=SadaouiJ.OU=PST.O=ANNECY.T=MRY.,SadaouiJ,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CollombM.OU=PST.O=ANNECY.T=MRY.,CollombM,\parcst\Mulatier\LOGISTIQUE EVENEMENTS,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CollombM.OU=PST.O=ANNECY.T=MRY.,CollombM,\parcst\Mulatier,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CollombM.OU=PST.O=ANNECY.T=MRY.,CollombM,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.O=ANNECY.T=MRY.,grp-ANNECY,\parcst\WOILLET\EXCEL\DOCUMENTS ADMINISTRATIFS VEHICULES,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.O=ANNECY.T=MRY.,grp-ANNECY,\parcst\WOILLET\EXCEL,"ReadAndExecute,Synchronize",ThisFolderOnly
.O=ANNECY.T=MRY.,grp-ANNECY,\parcst\WOILLET,"ReadAndExecute,Synchronize",ThisFolderOnly
.O=ANNECY.T=MRY.,grp-ANNECY,\parcst,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Police.OU=HDV.O=ANNECY.T=MRY.,GG_Police,\police\Dataciat,,ThisFolderSubFoldersAndFiles
.CN=Police.OU=HDV.O=ANNECY.T=MRY.,GG_Police,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Fourriere.OU=HDV.O=ANNECY.T=MRY.,GG_1-Fourriere,\police\Fourrière,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Fourriere.OU=HDV.O=ANNECY.T=MRY.,GG_1-Fourriere,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=JallifierJ.OU=HDV.O=ANNECY.T=MRY.,JallifierJ,\police\Jallifier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=JallifierJ.OU=HDV.O=ANNECY.T=MRY.,JallifierJ,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Police.OU=HDV.O=ANNECY.T=MRY.,GG_Police,\police\Jallifier,,ThisFolderSubFoldersAndFiles
.CN=Police.OU=HDV.O=ANNECY.T=MRY.,GG_Police,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BelmonteR.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BelmonteR,\police\Misse,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BelmonteR.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BelmonteR,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BelmonteR.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BelmonteR,\police\Belmonte,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BelmonteR.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,BelmonteR,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Police.OU=HDV.O=ANNECY.T=MRY.,GG_Police,\police\Belmonte,,ThisFolderSubFoldersAndFiles
.CN=Police.OU=HDV.O=ANNECY.T=MRY.,GG_Police,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MisseM.OU=HDV.O=ANNECY.T=MRY.,MisseM,\police\Belmonte,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MisseM.OU=HDV.O=ANNECY.T=MRY.,MisseM,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PreventionTranquillite.OU=HDV.O=ANNECY.T=MRY.,GG_PreventionTranquillite,\Prévention Tranquillité\Centre Opérationnel,,ThisFolderSubFoldersAndFiles
.CN=PreventionTranquillite.OU=HDV.O=ANNECY.T=MRY.,GG_PreventionTranquillite,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-PrevOpe.OU=HDV.O=ANNECY.T=MRY.,GG_1-PrevOpe,\Prévention Tranquillité\Centre Opérationnel,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-PrevOpe.OU=HDV.O=ANNECY.T=MRY.,GG_1-PrevOpe,\Prévention Tranquillité,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=TerreG.OU=HDV.O=ANNECY.T=MRY.,TerreG,\police\Terre,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory,ReadPermissions,ChangePermissions",ThisFolderSubFoldersAndFiles
.CN=TerreG.OU=HDV.O=ANNECY.T=MRY.,TerreG,\police,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=GrimaultC.OU=HDV.O=ANNECY.T=MRY.,GrimaultC,\quartier\GRIMAULT,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=GrimaultC.OU=HDV.O=ANNECY.T=MRY.,GrimaultC,\quartier,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Secregal.OU=HDV.O=ANNECY.T=MRY.,GG_Secregal,\secregal\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Secregal.OU=HDV.O=ANNECY.T=MRY.,GG_Secregal,\secregal,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Secregal.OU=HDV.O=ANNECY.T=MRY.,GG_Secregal,\Contrôle de gestion\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Secregal.OU=HDV.O=ANNECY.T=MRY.,GG_Secregal,\Contrôle de gestion,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\Contrôle de gestion\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\Contrôle de gestion,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CrevoisierS.OU=HDV.O=ANNECY.T=MRY.,CrevoisierS,\Contrôle de gestion\Crevoisier,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CrevoisierS.OU=HDV.O=ANNECY.T=MRY.,CrevoisierS,\Contrôle de gestion,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MoresiM.OU=HDV.O=ANNECY.T=MRY.,MoresiM,\Contrôle de gestion\MORESI,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MoresiM.OU=HDV.O=ANNECY.T=MRY.,MoresiM,\Contrôle de gestion,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\Contrôle de gestion\MAITRIAS,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\Contrôle de gestion,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CanongeP.OU=HDV.O=ANNECY.T=MRY.,CanongeP,\sigdu\Canonge,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CanongeP.OU=HDV.O=ANNECY.T=MRY.,CanongeP,\sigdu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaigaM.OU=HDV.O=ANNECY.T=MRY.,MaigaM,\sigdu\Maiga,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MaigaM.OU=HDV.O=ANNECY.T=MRY.,MaigaM,\sigdu,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Social-AS.OU=HDV.O=ANNECY.T=MRY.,GG_1-Social-AS,\social\Accueil_assistantes,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
